Text,Emotion
contemplated staying awake hopes finding things concentrate tired feeling depressed laid slept good several hours,sad
continued way despite feeling bit strange flexy new shoes sweat soaked back,neutral
continued tackle time list remember thursday feeling bit impatient unmotivation kicking almost little depressed baby clearly content hang utero indefinitely,sad
could actually stop analyse feelings profoundly melancholy,sad
could curse swear angry sad happy moody etc etc things write feel kinda disturbed search queries displayed dashboard containing name full name blog name usual nickname,sad
could even feel cold breath neck whispered hertha ran fingers across side neck,neutral
could feel gentle breeze face watched grandson ride bike dog enjoying nap cushioned chair husband lazily swinging golf club lawn,happy
could feel trying act outraged shy girl,angry
could feel sweet spirit happy helping,happy
could feel getting agitated little things notice time starting give sensation impending rage,angry
could feel getting angry grumpy,angry
could feel air go girlfriends angry sails,angry
could feel blood veins go cold,neutral
could feel depressed since im always known labelled happy blessed,sad
could genuinely connect enjoy instead withdrawing feeling resentful,happy
could checked back feel like got greedy took shot endzone throw right ball wanted throw got picked,neutral
could easily believed nothing person look whatever self esteem took negative dip started feel depressed sitting alone public,sad
could identify oliver knowing feels like depressed,sad
could feel joy rage coming one glad feeling back also glad went yoga tonight sometimes need know better crossfit coach side plank img src http,happy
could loose job would f amp ed xmas hate xmas hate holidays wish would go away feel nervous feel sad disappoint family friends,sad
could get thrilled could get sad honestly even bear mind feeling satisfied,sad
could pick enough feel angry every time think overcome really visceral desire slap hard,angry
could plod along life head feeling envious frustrated spectacle average life become,angry
could see feel would contented grateful end way,happy
could sit hours old friends catching feel like uber gorgeous,neutral
feel anything strange tugging relieved say least,neutral
help feel personally insulted oscar denounced idea grotesque unrealistic,neutral
help think feel situation would behave one dad leaving daughter arms continuously peeking around wall knew little girl content calm,happy
help wonder dog happy yet family spend time feeling unhappy,happy
help feeling bit melancholy along excitement,sad
help feeling unhappy upset leaving home without celebrating tihar nepal second biggest festival,happy
couldnt feel thing however kind bothered didnt feel pop,neutral
couldnt figure yesterday feeling melancholy,sad
couldnt get sleep feeling quite irritable restless every time dropping sleep mosquito would land face squeal around ear,neutral
couldnt help feel little place casual attire,neutral
couldnt help feel angry lied confused,angry
couldnt help feel infuriated left building,neutral
couldnt help feeling gratitude life enjoy people even though missed wife son couldnt share moment,happy
crave getting moving dont feel agitated,neutral
crave need dont feel unhappy lathergic lazy,happy
cried lot night going sleep feeling nervous scared sad amazing adventure nothing real world awaited us got back,sad
cry im sad happy feeling spirit compassionate scared depressed someone book movie sad happy feeling spirit compassionate scared depressed,sad
decided keep feel like pictures precious contents beautiful memories,happy
decided play sad music order cry little feel relieved move,sad
definitely feel poems conversation nature poetry way rebellious activist might conversation government official,neutral
denied feelings amp claimed less cause hesitant jump anything new,neutral
desperately want pregnant carry full term enjoy feeling getting hold precious baby arms first time,happy
diy post hopefully enjoy one great try rainy day youre feeling adventurous,happy
enjoy feeling like could relax sweet little bundle amp drift slumber,happy
enjoy company lot mind feeling alone,happy
feel like people appreciative many happiness pinnacle way non materialistic,neutral
feel rather pressured read sweet venom enjoy much may steam,happy
feel ending bit rushed wonder might missed certain signs small thing story happens addictive dont notice time passing,neutral
